date,scale_proxy,speed_proxy,leverage_proxy,autonomy_proxy,replicability_proxy,stop_proxy,threshold_proxy,decision_proxy,execution_proxy,coherence_proxy,impact_proxy,propagation_proxy,hysteresis_proxy,margin_proxy,redundancy_proxy,diversity_proxy,recovery_time_proxy,exemption_rate,sanction_delay,control_turnover,conflict_interest_proxy
2020-01-01,0.9130866800751559,0.9331678603409433,0.9319446645717506,0.9824191434360795,0.8843709210151648,0.9905551401957696,0.9521385385951827,1.044680009246499,1.0478423618789616,1.0696129114569544,1.0383735056547354,0.9973485110621366,1.0429896994471954,1.0752740578191922,0.9673202733291476,1.0305175572915093,0.8595260587507744,0.197581755543984,54.4939058422074,0.15144060755220085,0.17558020680159098
2020-01-02,1.030153299452131,0.9352753879786987,1.0352555477129504,1.0113229011252325,1.005260393641003,1.0094827030009665,1.028196371354992,0.9264280030283492,1.0948711145009244,0.9741757024366527,0.9051793931917167,1.013149061409339,1.0901218069773018,0.9913177375459191,1.0948115671463645,1.09509488615251,1.0206327595091773,0.19561871339085737,65.07987586227965,0.15538953958797452,0.1688123617918113
2020-01-03,0.9588795041342649,0.9675286449440946,1.0344223858578068,1.0331079544603319,1.078015624392278,1.083865877170136,0.9878009275220048,1.026575443710957,0.9777166463185436,1.0380079122498782,0.9768829875478887,0.9744008008741579,1.1405844753444239,1.036032823068068,1.0665723092653088,1.1613182975794343,0.9957772311508772,0.1907734022616198,63.04094976590854,0.16440721211462317,0.1653323205986663
2020-01-04,1.0349010414987512,1.139552252051459,1.0341770486993527,1.0337338291752942,1.0304461057590903,1.0826996697581988,1.0607617792429207,1.1199865961403768,1.0237474946401786,1.065926882998637,1.1483130624995728,1.0393958914237793,1.078045615473291,1.13000908777974,1.079087264767,1.0196897173661805,0.9171307881151733,0.17574046989428224,58.23449298053703,0.18845466637451724,0.16535486972120353
2020-01-05,1.159095643279864,1.094148525132026,1.0706614292880936,1.0230806975612117,1.086580793151454,1.0438450555008214,1.0570330981538345,0.9870460162527595,1.0436438606104996,1.0761655088642725,1.0056312491222188,1.0718663826007089,1.1013362510702658,1.0528335600875176,1.0371323491243933,1.037165347741893,0.9585187623782783,0.21101674574170728,57.31664577148481,0.14655227343459126,0.16683188697138507
2020-01-06,1.0811247656093945,1.0292279621272127,1.1866077443169414,1.0934838584378135,1.0175013536096815,1.0400315974665844,1.0894825137336426,1.1152517668767905,1.017495516729323,1.1201701136634654,1.0159386658129002,1.0448838280232362,1.1272583330868273,1.1696531314231504,1.08036787637733,1.0691263390881318,1.0189494760211881,0.1829090491065852,54.20854693265402,0.17521231441016616,0.1211029757298428
2020-01-07,1.1155607315516445,1.0873120929651137,1.1313595389043178,1.0443035666034817,1.1413356312491725,1.066997984224962,1.055113514632243,1.0822494901804367,1.1029318817613771,1.136161105211829,1.0899982759975697,1.1374179522584165,1.1493859339891004,1.0953438692877908,1.0515544541584712,1.146619364146184,0.9584201242280784,0.18715055910250514,61.64231846193386,0.13790103252127053,0.16523512372785887
2020-01-08,1.0821097858879327,1.030534685972716,1.1362939736223328,1.1282566833491052,1.1249870730798706,1.1885544961644672,1.0985507094705484,1.1017217837384936,1.21717695711461,1.0511376443457432,1.1526389381835025,1.0504259663028614,1.1279935824720815,1.2219699242634832,1.1297485942566987,1.0775896544107353,0.978997624934379,0.1828365433409393,59.47339491281174,0.19083657300521958,0.20388311169775353
2020-01-09,1.186931036142051,1.2121173748959495,1.1691144126896935,1.1476941732933923,1.12371123754793,1.1755129010608976,0.9736722079402268,1.124937608839808,1.143982408442543,1.0318996122660151,1.152484488854204,1.1248008727174377,1.1294478233679108,1.136245683637867,1.1599329726662788,1.1540742490648102,0.8965317201845097,0.2086115934935039,58.58569723969022,0.15801722227182483,0.15163479073789254
2020-01-10,1.1940390325454282,1.2107737552634958,1.221631326078433,1.2408289506650807,1.2202103696879387,1.1225497552644499,1.1148274933023707,1.125664390151915,1.173468264129187,1.1390548047052211,1.1951010157575717,1.2280659113695471,1.1240332749476005,1.1945317232670822,1.1258990975516627,1.0822214618428745,1.017108943251409,0.21566276964995787,60.373467304167356,0.16312046349962048,0.19060658572358874
