date,scale_proxy,speed_proxy,leverage_proxy,autonomy_proxy,replicability_proxy,stop_proxy,threshold_proxy,decision_proxy,execution_proxy,coherence_proxy,impact_proxy,propagation_proxy,hysteresis_proxy,margin_proxy,redundancy_proxy,diversity_proxy,recovery_time_proxy,exemption_rate,sanction_delay,control_turnover,conflict_interest_proxy,rule_execution_gap,u_exog,sector_tag
2027-01-01,1.0019134111415209,1.0236968217968982,1.0725617204017623,0.9305332779533501,1.1260059342742945,0.9496804524837161,1.0928408045228666,0.8748811141082138,1.007416805189799,0.9956938311387454,1.1060809102879083,1.0257508961752235,0.9733568220523592,1.0618904947387282,1.0102680742308017,1.0906487769058346,0.8345322609953946,0.2284338836304101,152.62243750423008,0.08447007332103477,0.2297707325199885,0.10882156855720472,0.0,finance
2027-01-02,1.0436344493045406,0.9831666167749641,1.1349647194168335,1.0553085812977172,0.9980697803568734,0.9591348888595221,0.992090728454743,0.9250487621585152,0.9266815886383702,1.0366005550248636,0.9139812595343985,0.9072189877247906,1.0216281244048184,1.003622233873808,0.9028123405998549,1.0419075879565274,0.7563283622003152,0.22190801205717903,158.63417884277288,0.06917282805072048,0.19589202171675935,0.1281789632756467,0.0,finance
2027-01-03,1.055589494711309,0.9533356225029784,1.1251737041115446,1.0238288780172253,0.955616853496348,1.0945636370316183,1.0306882170246294,1.0351777493918146,1.0420438924018747,0.8994517214117048,1.0067501633096263,1.0421513185225537,0.9980462745182638,1.046446863740341,1.0058632757565733,1.0193972084355694,0.6459774208211068,0.2636965502060888,146.52512319026732,0.07370067694180217,0.22227509812587573,0.11707774996818222,0.0,finance
2027-01-04,1.0029975826037765,0.9738087480624402,1.0042632203400685,0.9194237059000672,0.9902343665503712,0.9513901352953769,1.0235822226023368,1.0252161557914026,1.0529230178728004,0.9952458441496226,0.997301393370363,1.022525494400601,0.867273732587577,0.917482752045176,1.018575295038813,1.0151230570873808,0.771181561236502,0.20176925142407398,135.7500999197171,0.09107540728518071,0.23802015802538085,0.10217339873376383,0.0,finance
2027-01-05,1.0380747262801293,0.972341510839486,1.0409484072792794,0.991852781613476,1.0079592135024937,0.9562211328231243,0.9499222176813893,0.9957428559889338,1.0127776657545748,1.0191441754855823,0.9871723983316786,1.0091868741078014,1.0718589049877425,0.9948631150975807,1.0270934497167927,0.990012607294514,0.6857887509240501,0.21584071583693012,159.2131499526836,0.06156824329262088,0.21018673142512634,0.11417845625366704,0.0,finance
2027-01-06,0.9830351475192323,0.9765864298874309,1.0307889535875305,0.9575184174210155,1.058530274420978,1.0416708831864832,0.9239643537124425,1.041750241135578,1.0120849081688288,0.9821368316630684,0.9449792839112917,1.104234940510057,0.9337723303400514,0.9600291942279927,0.995273877377055,0.9060114401982508,0.8041490505468918,0.25431366263433786,149.37095000173173,0.07210192807788889,0.16429047527112403,0.11166122656717595,0.0,finance
2027-01-07,1.0500858650468317,1.0163797740152198,1.100517099226841,0.96692671787162,0.9623368049828152,1.0185793880312963,0.9926641916266395,1.0346878609511792,0.9511166236858729,0.973930063840427,0.9416103129826285,0.9738000413954025,0.9554208537840939,0.9553365950248647,1.0305650472006949,1.0155879542710875,0.7005256613707317,0.24604113309061454,139.40561166472546,0.09030652163529902,0.22556642426692466,0.10241078226706453,0.0,finance
2027-01-08,1.0300052060726763,0.9853506096408778,0.9871741210664905,0.9473334494075982,1.05553180795713,0.9471928928504162,0.990297123681049,1.003931866922898,0.9347413269456459,1.0228712624932472,0.9799560646723791,1.0272915820064015,1.0849576061685584,1.0758034389346274,1.009798977752988,1.0408494189224085,0.890851773383036,0.21465882005001713,151.97943284328963,0.07667211211702495,0.1985561984933208,0.13084032195225892,0.0,finance
2027-01-09,0.9089211190371158,1.02133840088184,1.060266222218856,1.0432456407753472,0.9470306936387356,1.0447773268198495,1.007578557209262,0.9821552033490877,0.9877036508800078,1.011840629141638,0.9518837205582257,1.0598774419424999,1.0315561664443769,1.0377561648839555,1.0468270505885262,0.9917999791253673,0.8593108293554678,0.2632759987224519,161.2931031837589,0.09942914312107952,0.2017759255871404,0.11134609071728424,0.0,finance
2027-01-10,1.0156017717404726,0.9240066675815894,1.0912029708214823,0.9685492728769032,0.9480718724703894,0.915795772624552,0.9244924617786993,1.0743254655272152,1.0597993547261388,1.0612233065855619,0.9668119209710433,0.9785310072344946,0.999880219578421,1.0489890287327437,0.9763791572557885,1.068757800963974,0.9070871352729212,0.24076870690968222,150.79364460523232,0.07856541832352726,0.20133208083637563,0.11666846976191028,0.0,finance
2027-01-11,0.9518601079433426,1.0179837470689708,1.1001106115502843,1.0518330564058276,0.9977488124566978,1.0689816453228678,1.008383330542866,0.9725961536053865,1.063247356891492,1.0461960631729337,0.9116227920686525,0.9791141450499288,1.0074624485953514,0.97640273339781,0.9347408228979742,1.000422190267226,0.8275726716319746,0.26428073557359927,149.0859087306813,0.065347219594317,0.1785811250739804,0.10775317028436418,0.0,finance
